season_code,gamecode_num,date,team_code,opponent_code,home_away,team_pts,team_fga,team_fgm,team_tpa,team_tpm,team_fta,team_ftm,team_to,team_usage,team_ts,team_efg,top3_usage_sum,usage_conc_top3,home_team_code,away_team_code,home_score,away_score,date_game,is_home,team_score,opp_score,margin,win_flag
E2025,139,2025-12-05T00:00:00+00:00,PAN,PAM,home,79.0,62.0,27.0,27.0,8.0,22.0,17.0,15.0,86.68,0.5510602678571428,0.5,51.52,0.594370096908168,PAN,PAM,79,89,2025-12-05T00:00:00+00:00,True,79,89,-10,0
E2025,143,2025-12-11T00:00:00+00:00,MIL,PAN,home,96.0,54.0,29.0,33.0,17.0,28.0,21.0,11.0,77.32,0.7237635705669482,0.6944444444444444,37.96,0.4909467149508536,MIL,PAN,96,89,2025-12-11T00:00:00+00:00,True,96,89,7,1
E2025,143,2025-12-11T00:00:00+00:00,PAN,MIL,away,89.0,69.0,34.0,22.0,9.0,14.0,12.0,11.0,86.16,0.5920702501330495,0.5579710144927537,43.760000000000005,0.5078922934076138,MIL,PAN,96,89,2025-12-11T00:00:00+00:00,False,89,96,-7,0
E2025,148,2025-12-12T00:00:00+00:00,BAR,OLY,home,98.0,70.0,34.0,26.0,13.0,21.0,17.0,7.0,86.24,0.618374558303887,0.5785714285714286,45.839999999999996,0.5315398886827458,BAR,OLY,98,85,2025-12-12T00:00:00+00:00,True,98,85,13,1
E2025,148,2025-12-12T00:00:00+00:00,OLY,BAR,away,85.0,57.0,29.0,21.0,7.0,22.0,20.0,11.0,77.68,0.637372525494901,0.5701754385964912,43.72,0.5628218331616889,BAR,OLY,98,85,2025-12-12T00:00:00+00:00,False,85,98,-13,0
E2025,153,2025-12-16T00:00:00+00:00,PAN,ULK,away,81.0,65.0,26.0,21.0,7.0,25.0,22.0,11.0,87.0,0.5328947368421053,0.45384615384615384,46.599999999999994,0.5356321839080459,ULK,PAN,77,81,2025-12-16T00:00:00+00:00,False,81,77,4,1
E2025,153,2025-12-16T00:00:00+00:00,ULK,PAN,home,77.0,54.0,26.0,23.0,8.0,20.0,17.0,21.0,83.8,0.6130573248407644,0.5555555555555556,45.6,0.5441527446300717,ULK,PAN,77,81,2025-12-16T00:00:00+00:00,True,77,81,-4,0
E2025,155,2025-12-16T00:00:00+00:00,OLY,PAM,home,92.0,63.0,32.0,32.0,12.0,22.0,16.0,10.0,82.68,0.6329113924050632,0.6031746031746031,45.6,0.5515239477503628,OLY,PAM,92,99,2025-12-16T00:00:00+00:00,True,92,99,-7,0
E2025,155,2025-12-16T00:00:00+00:00,PAM,OLY,away,99.0,69.0,35.0,32.0,16.0,16.0,13.0,13.0,89.04,0.650973172014729,0.6231884057971014,39.96,0.44878706199460916,OLY,PAM,92,99,2025-12-16T00:00:00+00:00,False,99,92,7,1
E2025,163,2025-12-18T00:00:00+00:00,HTA,PAN,away,82.0,64.0,32.0,29.0,9.0,20.0,9.0,11.0,83.8,0.5631868131868132,0.5703125,40.96,0.48878281622911696,PAN,HTA,93,82,2025-12-18T00:00:00+00:00,False,82,93,-11,0
E2025,163,2025-12-18T00:00:00+00:00,PAN,HTA,home,93.0,70.0,32.0,26.0,7.0,23.0,22.0,3.0,83.12,0.5803794308537193,0.5071428571428571,36.16,0.4350336862367661,PAN,HTA,93,82,2025-12-18T00:00:00+00:00,True,93,82,11,1
E2025,169,2025-12-19T00:00:00+00:00,ASV,OLY,away,84.0,63.0,34.0,24.0,9.0,9.0,7.0,15.0,81.96000000000001,0.6272401433691757,0.6111111111111112,31.080000000000002,0.37920937042459735,OLY,ASV,107,84,2025-12-19T00:00:00+00:00,False,84,107,-23,0
E2025,169,2025-12-19T00:00:00+00:00,OLY,ASV,home,107.0,66.0,38.0,28.0,12.0,24.0,19.0,9.0,85.56,0.6987983281086729,0.6666666666666666,39.6,0.4628330995792426,OLY,ASV,107,84,2025-12-19T00:00:00+00:00,True,107,84,23,1
E2025,176,2025-12-23T00:00:00+00:00,PAN,ZAL,away,92.0,64.0,36.0,22.0,13.0,10.0,7.0,10.0,78.4,0.6725146198830408,0.6640625,44.64000000000001,0.5693877551020409,ZAL,PAN,85,92,2025-12-23T00:00:00+00:00,False,92,85,7,1
E2025,176,2025-12-23T00:00:00+00:00,ZAL,PAN,home,85.0,72.0,34.0,22.0,7.0,15.0,10.0,9.0,87.6,0.5407124681933843,0.5208333333333334,45.96,0.5246575342465754,ZAL,PAN,85,92,2025-12-23T00:00:00+00:00,True,85,92,-7,0
E2025,180,2025-12-26T00:00:00+00:00,OLY,VIR,away,97.0,59.0,31.0,31.0,14.0,24.0,21.0,18.0,87.56,0.6972397929844738,0.6440677966101694,48.16,0.5500228414801278,VIR,OLY,94,97,2025-12-26T00:00:00+00:00,False,97,94,3,1
E2025,180,2025-12-26T00:00:00+00:00,VIR,OLY,home,94.0,62.0,32.0,24.0,11.0,25.0,19.0,7.0,80.0,0.6438356164383562,0.6048387096774194,42.72,0.534,VIR,OLY,94,97,2025-12-26T00:00:00+00:00,True,94,97,-3,0
E2025,188,2026-01-02T00:00:00+00:00,OLY,PAN,away,87.0,61.0,28.0,31.0,10.0,28.0,21.0,11.0,84.32,0.59328968903437,0.5409836065573771,45.519999999999996,0.5398481973434535,PAN,OLY,82,87,2026-01-02T00:00:00+00:00,False,87,82,5,1
E2025,188,2026-01-02T00:00:00+00:00,PAN,OLY,home,82.0,65.0,29.0,28.0,7.0,18.0,17.0,11.0,83.92,0.562260010970927,0.5,46.599999999999994,0.5552907530981886,PAN,OLY,82,87,2026-01-02T00:00:00+00:00,True,82,87,-5,0
E2025,194,2026-01-06T00:00:00+00:00,OLY,ULK,away,80.0,64.0,28.0,23.0,5.0,22.0,19.0,8.0,81.68,0.5428881650380021,0.4765625,45.6,0.5582761998041136,ULK,OLY,88,80,2026-01-06T00:00:00+00:00,False,80,88,-8,0
E2025,194,2026-01-06T00:00:00+00:00,ULK,OLY,home,88.0,70.0,36.0,31.0,10.0,9.0,6.0,8.0,81.96,0.5949161709031909,0.5857142857142857,41.2,0.5026842362127868,ULK,OLY,88,80,2026-01-06T00:00:00+00:00,True,88,80,8,1
E2025,197,2026-01-06T00:00:00+00:00,MIL,PAN,away,87.0,66.0,35.0,23.0,10.0,11.0,7.0,13.0,83.84,0.614059853190288,0.6060606060606061,45.64,0.5443702290076335,PAN,MIL,74,87,2026-01-06T00:00:00+00:00,False,87,74,13,1
E2025,197,2026-01-06T00:00:00+00:00,PAN,MIL,home,74.0,59.0,26.0,21.0,10.0,15.0,12.0,16.0,81.60000000000001,0.5640243902439025,0.5254237288135594,38.96,0.47745098039215683,PAN,MIL,74,87,2026-01-06T00:00:00+00:00,True,74,87,-13,0
E2025,204,2026-01-08T00:00:00+00:00,PAN,VIR,home,84.0,63.0,28.0,21.0,6.0,26.0,22.0,10.0,84.44,0.5642127888232134,0.49206349206349204,42.36,0.5016579819990525,PAN,VIR,84,71,2026-01-08T00:00:00+00:00,True,84,71,13,1
E2025,204,2026-01-08T00:00:00+00:00,VIR,PAN,away,71.0,63.0,26.0,29.0,9.0,10.0,10.0,15.0,82.4,0.5267062314540059,0.48412698412698413,45.64,0.5538834951456311,PAN,VIR,84,71,2026-01-08T00:00:00+00:00,False,71,84,-13,0
E2025,209,2026-01-09T00:00:00+00:00,MUN,OLY,away,80.0,56.0,30.0,26.0,11.0,10.0,9.0,20.0,80.39999999999999,0.6622516556291391,0.6339285714285714,42.519999999999996,0.5288557213930348,OLY,MUN,95,80,2026-01-09T00:00:00+00:00,False,80,95,-15,0
E2025,209,2026-01-09T00:00:00+00:00,OLY,MUN,home,95.0,66.0,33.0,33.0,9.0,24.0,20.0,14.0,90.56,0.6204284221525601,0.5681818181818182,38.2,0.4218197879858657,OLY,MUN,95,80,2026-01-09T00:00:00+00:00,True,95,80,15,1
E2025,219,2026-01-14T00:00:00+00:00,OLY,PAR,away,104.0,71.0,39.0,36.0,16.0,15.0,10.0,8.0,85.6,0.6701030927835052,0.6619718309859155,38.839999999999996,0.45373831775700935,PAR,OLY,66,104,2026-01-14T00:00:00+00:00,False,104,66,38,1
E2025,219,2026-01-14T00:00:00+00:00,PAR,OLY,home,66.0,64.0,22.0,29.0,6.0,19.0,16.0,9.0,81.36,0.4560530679933665,0.390625,45.599999999999994,0.5604719764011798,PAR,OLY,66,104,2026-01-14T00:00:00+00:00,True,66,104,-38,0
E2025,212,2026-01-15T00:00:00+00:00,MUN,PAN,home,85.0,62.0,34.0,24.0,11.0,7.0,6.0,11.0,76.08,0.6530424093423479,0.6370967741935484,32.88,0.4321766561514196,MUN,PAN,85,78,2026-01-15T00:00:00+00:00,True,85,78,7,1
E2025,212,2026-01-15T00:00:00+00:00,PAN,MUN,away,78.0,60.0,30.0,25.0,9.0,11.0,9.0,9.0,73.84,0.6014805675508945,0.575,44.08,0.5969664138678222,MUN,PAN,85,78,2026-01-15T00:00:00+00:00,False,78,85,-7,0
E2025,224,2026-01-20T00:00:00+00:00,OLY,TEL,home,100.0,69.0,38.0,26.0,11.0,16.0,13.0,16.0,92.04,0.6575486586007364,0.6304347826086957,40.88,0.444154715341156,OLY,TEL,100,93,2026-01-20T00:00:00+00:00,True,100,93,7,1
E2025,224,2026-01-20T00:00:00+00:00,TEL,OLY,away,93.0,65.0,32.0,35.0,16.0,16.0,13.0,12.0,84.04,0.6454747362576346,0.6153846153846154,38.96,0.4635887672536887,OLY,TEL,100,93,2026-01-20T00:00:00+00:00,False,93,100,-7,0
E2025,225,2026-01-20T00:00:00+00:00,BAS,PAN,away,74.0,57.0,28.0,22.0,7.0,14.0,11.0,17.0,80.16,0.5858138062064598,0.5526315789473685,41.4,0.5164670658682635,PAN,BAS,93,74,2026-01-20T00:00:00+00:00,False,74,93,-19,0
E2025,225,2026-01-20T00:00:00+00:00,PAN,BAS,home,93.0,61.0,35.0,23.0,11.0,16.0,12.0,6.0,74.03999999999999,0.6834215167548501,0.6639344262295082,33.519999999999996,0.45272825499729874,PAN,BAS,93,74,2026-01-20T00:00:00+00:00,True,93,74,19,1
E2025,231,2026-01-22T00:00:00+00:00,IST,OLY,home,68.0,61.0,23.0,24.0,7.0,21.0,15.0,7.0,77.24,0.48405466970387245,0.4344262295081967,41.36,0.5354738477472812,IST,OLY,68,74,2026-01-22T00:00:00+00:00,True,68,74,-6,0
E2025,231,2026-01-22T00:00:00+00:00,OLY,IST,away,74.0,51.0,24.0,22.0,7.0,30.0,19.0,10.0,74.2,0.5763239875389408,0.5392156862745098,40.48,0.5455525606469002,IST,OLY,68,74,2026-01-22T00:00:00+00:00,False,74,68,6,1
E2025,233,2026-01-22T00:00:00+00:00,PAN,TEL,away,71.0,67.0,26.0,30.0,7.0,15.0,12.0,9.0,82.6,0.4823369565217392,0.44029850746268656,41.52,0.5026634382566587,TEL,PAN,75,71,2026-01-22T00:00:00+00:00,False,71,75,-4,0
E2025,233,2026-01-22T00:00:00+00:00,TEL,PAN,home,75.0,66.0,27.0,33.0,9.0,12.0,12.0,7.0,78.28,0.5260942760942761,0.4772727272727273,38.2,0.48799182422074605,TEL,PAN,75,71,2026-01-22T00:00:00+00:00,True,75,71,4,1
E2025,244,2026-01-29T00:00:00+00:00,BAR,OLY,away,75.0,54.0,25.0,20.0,9.0,21.0,16.0,18.0,81.24,0.5929791271347249,0.5462962962962963,44.04,0.5420974889217135,OLY,BAR,87,75,2026-01-29T00:00:00+00:00,False,75,87,-12,0
E2025,244,2026-01-29T00:00:00+00:00,OLY,BAR,home,87.0,69.0,32.0,27.0,7.0,22.0,16.0,11.0,89.67999999999999,0.5528723945094052,0.5144927536231884,48.16,0.5370205173951829,OLY,BAR,87,75,2026-01-29T00:00:00+00:00,True,87,75,12,1
E2025,250,2026-01-30T00:00:00+00:00,ASV,PAN,home,78.0,62.0,24.0,30.0,12.0,24.0,18.0,14.0,86.56,0.5374862183020948,0.4838709677419355,38.04,0.4394639556377079,ASV,PAN,78,79,2026-01-30T00:00:00+00:00,True,78,79,-1,0
E2025,250,2026-01-30T00:00:00+00:00,PAN,ASV,away,79.0,62.0,28.0,23.0,8.0,24.0,15.0,14.0,86.56,0.5443770672546857,0.5161290322580645,41.92,0.48428835489833644,ASV,PAN,78,79,2026-01-30T00:00:00+00:00,False,79,78,1,1
E2025,253,2026-02-03T00:00:00+00:00,DUB,OLY,home,108.0,73.0,37.0,24.0,9.0,27.0,25.0,11.0,95.88,0.6361922714420358,0.5684931506849316,55.6,0.5798915310805174,DUB,OLY,108,98,2026-02-03T00:00:00+00:00,True,108,98,10,1
E2025,253,2026-02-03T00:00:00+00:00,OLY,DUB,away,98.0,74.0,31.0,26.0,8.0,34.0,28.0,13.0,101.96000000000001,0.5508093525179856,0.47297297297297297,54.84,0.5378579835229502,DUB,OLY,108,98,2026-02-03T00:00:00+00:00,False,98,108,-10,0
E2025,258,2026-02-03T00:00:00+00:00,MAD,PAN,away,81.0,59.0,27.0,32.0,9.0,24.0,18.0,17.0,86.56,0.5822311673375503,0.5338983050847458,34.04,0.3932532347504621,PAN,MAD,82,81,2026-02-03T00:00:00+00:00,False,81,82,-1,0
E2025,258,2026-02-03T00:00:00+00:00,PAN,MAD,home,82.0,62.0,32.0,27.0,9.0,11.0,9.0,11.0,77.84,0.6134051466187911,0.5887096774193549,44.519999999999996,0.5719424460431654,PAN,MAD,82,81,2026-02-03T00:00:00+00:00,True,82,81,1,1
E2025,265,2026-02-05T00:00:00+00:00,PAN,PAR,away,62.0,57.0,23.0,19.0,4.0,14.0,12.0,17.0,80.16,0.49081697276757447,0.43859649122807015,36.64,0.4570858283433134,PAR,PAN,78,62,2026-02-05T00:00:00+00:00,False,62,78,-16,0
E2025,265,2026-02-05T00:00:00+00:00,PAR,PAN,home,78.0,62.0,30.0,23.0,6.0,15.0,12.0,12.0,80.6,0.5685131195335278,0.532258064516129,44.08,0.5468982630272953,PAR,PAN,78,62,2026-02-05T00:00:00+00:00,True,78,62,16,1
E2025,270,2026-02-06T00:00:00+00:00,OLY,VIR,home,109.0,66.0,39.0,28.0,13.0,25.0,18.0,8.0,85.0,0.7077922077922078,0.6893939393939394,37.16,0.4371764705882353,OLY,VIR,109,77,2026-02-06T00:00:00+00:00,True,109,77,32,1
E2025,270,2026-02-06T00:00:00+00:00,VIR,OLY,away,77.0,63.0,30.0,28.0,10.0,16.0,7.0,12.0,82.04,0.5496858937749857,0.5555555555555556,42.52,0.5182837640175524,OLY,VIR,109,77,2026-02-06T00:00:00+00:00,False,77,109,-32,0
E2025,272,2026-02-12T00:00:00+00:00,OLY,RED,home,92.0,61.0,30.0,35.0,14.0,25.0,18.0,14.0,86.0,0.6388888888888888,0.6065573770491803,52.6,0.6116279069767442,OLY,RED,92,86,2026-02-12T00:00:00+00:00,True,92,86,6,1
E2025,272,2026-02-12T00:00:00+00:00,RED,OLY,away,86.0,68.0,33.0,26.0,8.0,19.0,12.0,12.0,88.36,0.5631220534311158,0.5441176470588235,52.96,0.5993662290629244,OLY,RED,92,86,2026-02-12T00:00:00+00:00,False,86,92,-6,0
E2025,279,2026-02-13T00:00:00+00:00,PAN,ULK,home,83.0,64.0,33.0,17.0,6.0,16.0,11.0,8.0,79.04,0.5841779279279279,0.5625,39.96,0.5055668016194331,PAN,ULK,83,85,2026-02-13T00:00:00+00:00,True,83,85,-2,0
E2025,279,2026-02-13T00:00:00+00:00,ULK,PAN,away,85.0,58.0,28.0,30.0,13.0,18.0,16.0,15.0,80.92,0.6447208737864077,0.5948275862068966,43.519999999999996,0.5378151260504201,PAN,ULK,83,85,2026-02-13T00:00:00+00:00,False,85,83,2,1
